id,title,description,group
3181,"Alligator that evaded New Jersey authorities for more than a week, forcing park shutdown, captured",New Jersey authorities finally captured a 4-foot alligator that had been on the loose for more than a week. Alligators aren&apos;t native to New Jersey,120
3182,No charges for Maine officers involved in death of suspect struck with flashlight,Maine&apos;s attorney general has found no evidence of criminal conduct by four police officers responding to an ill-fated call involving Jeremy Lau.,8
3183,"Peloton sued after NYC man's bike falls on his neck, killing him","Johanna Furtado is seeking unspecified damages from Peloton in a lawsuit over the death of her 32-year-old son, Ryan, whose exercise bike fell on his neck.",3
3184,Murder charges upgraded in UVA football player shooting case,Murder charges against the man accused of the fatal shooting of three University of Virginia football players last year have been upgraded to aggravated murder by a special grand jury.,21
3168,Texas man who pleaded guilty to killing wife with nail gun sentenced to 40 years in prison,A Texas man who bludgeoned his wife to death with a nail gun has been sentenced to 40 years in prison. He pleaded guilty to the murder earlier this year.,111
3152,"No, most Americans don’t think that the 2020 election was stolen","Despite the lack of evidence, most Republicans still do.",35
3153,Biden arrives in New Delhi hoping to boost U.S.-India alliance,U.S. officials pointedly note the absence of Xi and Putin at the G-20 summit,17
3154,Alito will not recuse in case involving lawyer who interviewed him,A lawyer in an upcoming tax case interviewed Justice Samuel A. Alito Jr. for a Wall Street Journal article in which Alito refuted criticism of his conduct.,0
3155,White House completes $50 million revamp of Situation Room complex,"The year-long renovation of the Situation Room, a network of rooms spanning more than 5,000 square feet, upgraded the facility’s security, technology and upholstery.",24
3145,A reminder of how one juror could save Trump,"A single grand juror voted against recommending every charge against Trump, reinforcing the potential importance of Trump’s loyal base in the legal battles ahead.",88
3146,Mark Meadows’s credibility issue,A close parsing of the most controversial portion of his testimony: distancing himself from the fake-elector push.,33
3144,"5th Circuit finds Biden White House, CDC likely violated First Amendment ","The judges wrote that the White House, the Surgeon General, the CDC and the FBI likely “coerced the platforms to make their moderation decisions by way of intimidating messages and threats of adverse consequences.”",116
3143,Jan. 6 shattered her family. Now they’re trying to forgive.,"Peyton Reffitt watched her family come apart after Jan. 6. More than two years after Guy Reffitt was turned in by his son, she and her family are trying to pick up the pieces.",37
3148,Judge denies Mark Meadows’s effort to move Georgia case to federal court,The ruling is a blow to Meadows’s efforts in federal court to dismiss his case and could influence former president Donald Trump as he decides whether to seek removal himself.,12
3149,"Dennis Austin, the software developer of PowerPoint, dies at 76",PowerPoint was the overhead projector’s digital successor. It became one of the most ubiquitous and scorned programs of modern office life.,119
3150,Justice Department asks Supreme Court to ensure access to abortion pill,The request creates an opening for the Supreme Court to decide when and how mifepristone can be prescribed and distributed to end early pregnancy.,19
3157,Why polls with more respondents from one party aren’t necessarily wrong,An interactive look at how polling works.,48
3158,Musk cut internet to Ukraine’s military as it was attacking Russian fleet ,New details of the previously reported incident underscore how dependent the U.S. government has become on a company that once had to fight in court to become part of the Washington establishment.,87
3165,911 call reveals shock of Utah mommy bloggers' alleged child abuse: 'She's a bad lady',"A 911 call revealed the shock of the child abuse accusations against Utah mommy bloggers Ruby Franke and Jodi Hildebrandt, who were arrested Aug. 30.",81
3166,Cold case kidnapping takes drastic turn after cops rule out prime suspect,"Police uncovered new evidence that changes the 23-year-old investigation into missing 10-year-old Natasha &quot;Alex&quot; Carter, who hasn&apos;t been seen since 2000.",118
3167,Green comet to streak across Earth skies for first time in centuries,"A comet will pass by Earth for the first time in more than 400 years, with people in the Northern Hemisphere likely able to catch a glimpse of it on Sept. 12.",50
3169,California scientist says he ‘left out the full truth’ to get climate change wildfire study published,A California scientist admitted he &quot;left out the full truth&quot; and &quot;distorted his findings&quot; in order to get his climate change wildfire study published in a prestigious journal.,4
3170,Chicago man beaten and carjacked by group of females in violent attack,"A Chicago rideshare driver was attacked by a group of females who beat him and stole his vehicle, authorities said.",59
3171,New York announces two 9/11 victims identified 22 years after attack,"Days from marking 22 years since the 9/11 terrorist attacks that killed nearly 3,000 people in New York City, officials said two victims have been identified.",57
3172,"In update on Maui wildfires, Hawaii Gov. Josh Green says number of missing people has fallen to 66","Hawaii Gov. Josh Green on Friday said 66 people are still missing after the deadly Maui wildfires a month ago, down from 385 people a week ago.",103
3173,New Jersey couple uncovers hidden stash of empty rum bottles behind basement wall: 'It's 5 o'clock somewhere',A New Jersey couple found a stream of empty rum bottles hidden in a basement wall of their new home.,104
3216,"After G-20, Biden arrives in Vietnam to strengthen diplomatic ties",President Biden headed to Hanoi for a 24-hour stop aimed at upgrading the diplomatic relationship between Vietnam and the United States.,44
3131,Here Are the 20 Oldest Members of Congress,"Congress has long been an institution that runs on seniority and rewards longevity, and these veteran lawmakers are still running the country at an age when most people are well into retirement.",64
3208,"Seeking Link to Trump, Prosecutors Questioned Proud Boys Leader Enrique Tarrio","Enrique Tarrio said in an interview that prosecutors believed he had communicated with President Donald Trump through intermediaries before the Jan. 6, 2021, attack on the Capitol.",72
3127,Trump’s Resilience Leaves Major Republican Donors in Despair,"The party’s big donors have made clear their distaste for the former president. Now, as he barrels toward the nomination, they are reacting with a mix of hand-wringing, calls to arms and fatalism.",56
3205,"In a Blunt Phone Call, Trump Weighs In on Arizona Senate Race","The former president made clear his preference in a potential primary between Blake Masters and Kari Lake, the most prominent names considering a run for the seat held by Senator Kyrsten Sinema.",40
3130,Justice Dept. Asks Supreme Court to Hear Abortion Pill Case,The case sets up a showdown before the court on the availability of the most common method of terminating pregnancies.,19
3217,GOP presidential hopefuls take renewed aim at efforts to combat covid,Scattered measures to mitigate the rise in coronavirus cases have been vilified during the campaign.,17
3218,"Trump and DeSantis converge again in Iowa at rivalry game, with different styles",Donald Trump and Ron DeSantis converged again at the Cy-Hawk college football game in Iowa on Saturday as they bet on very different approaches to the first-in-the-nation GOP caucuses.,52
3126,Gavin Newsom Promotes Biden and Himself in a Delicate Dance,The California governor has become the most visible Democrat-in-waiting. His support of the president is a key part of his effort to put himself forward for the next campaign.,62
3222,"N.M. governor announces suspension of open, concealed carry in Albuquerque","New Mexico Gov. Michelle Lujan Grisham says the move, which applies to public spaces, is needed to slow gun violence, though some question whether it violates Second Amendment rights.",7
3321,NYC Mayor Adams warns migrant women and children may soon have to sleep outdoors in tents,"New York City Mayor Eric Adams appeared on MSNBC&apos;s The Sunday Show with Jonathan Capehart, where he said the ongoing migrant crisis is a national problem.",1
4009,"After chaotic week, House heads home with government shutdown on horizon",Speaker Kevin McCarthy challenged his Republican detractors to oust him as the House swirled with chaos after a short week.,26
3315,'The miracle of Stairwell B': The story of the 14 survivors of the north tower collapse on 9/11,"Stairwell B provided a safe haven for 14 people on Sept. 11, 2001, as the north tower of the World Trade Center collapsed around them.",57
3317,"A timeline of events from Sept. 11, 2001","On the morning of Sept. 11, 2001, the devastating events of the day began with four planes being hijacked. A timeline reveals how quickly the tragedy unfolded.",27
3319,"Phone conversations from the hijacked planes on 9/11 reveal details on passengers' bravery, heroism","On Sept. 11, 2001, passengers and crew on the four hijacked planes called friends, family members and emergency services. The calls were used to exchange goodbyes and information.",27
3323,Ohio cops rescue piglet on side of highway after suspected fall from transport,"Bodycam video from state troopers in Ohio shows a piglet being rescued on the side of a highway, after the animal suffered road rash.",39
3275,Congress Embarks on Spending Battle as Shutdown Looms at End of September,The House returns this week with conservatives threatening both spending levels and Speaker Kevin McCarthy.,26
3197,President Biden Keeps Hunter Close Despite the Political Peril,The possibility of a federal indictment of Hunter Biden stunned the president. Yet the bond between him and his only surviving son is ironclad.,10
3198,J.F.K. Assassination Witness Breaks His Silence and Raises New Questions,"The account of Paul Landis, one of the Secret Service agents just feet away from John F. Kennedy when he was struck down, could change the understanding of what happened in Dallas in 1963.",114
3273,Biden Forges Deeper Ties With Vietnam as China’s Ambition Mounts,"Visiting Hanoi, the president cemented a new strategic partnership that puts the memories of the past behind them and focuses on mutual concerns over Beijing’s assertiveness in the region.",44
3293,Biden visits Vietnam to bolster alliance confronting China,President Biden visited Hanoi for a 24-hour stop aimed at upgrading the diplomatic relationship between Vietnam and the United States.,44
3224,"At G-20, Biden announces ambitious corridor connecting India, Europe",Biden administration officials view the project as a way to open up new trading partnerships as well as a flow of energy and digital information.,53
3316,Chicago police officers hospitalized after suspect unleashes violent dogs on them,Three Chicago Police Department officers were injured after two aggressive dogs attacked them in West Garfield Park on Sunday morning. The dog owner is unknown.,47
3320,"School hid teen's gender transition from parents, leading to runaway, abuse nightmare: lawsuit","A family are suing a Virginia school district, claiming the district deliberately hid their daughter&apos;s gender transition that eventually resulted in the teen running away.",101
3318,Some National Guard units haven't followed order to ditch Confederate items: report,Army National Guard units in some southern states have allowed the deadline to pass without turning in Confederate-themed guidon streamers as mandated by Congress.,46
3339,The Race to Drill America's Longest Oil and Gas Wells,"With the shale boom’s end in sight, some companies are trying to impress Wall Street by eking out growth—and drilling ever deeper.",28
3322,Grizzly bear mauls Montana hunter in Custer Gallatin National Forest,"A hunter was injured after encountering a grizzly bear in Custer Gallatin National Forest near Big Sky, Montana, on Friday, authorities said.",96
3292,In photos: The 50th anniversary of the U.S.-backed coup in Chile,"On Sept. 11, 1973, Chilean Gen. Augusto Pinochet overthrew the elected government of President Salvador Allende and ushered in 17 years of military rule.",27
3314,"Sinkhole, 50 feet wide, forms in same Florida area as 75-foot sinkhole months earlier",A second large sinkhole has opened in Florida where construction is apparently taking place. It did not pose a threat to the county roadway or homes.,93
3294,The political perils of using the 14th Amendment on Trump,The idea of disqualifying Trump has suddenly gained traction. Here’s why Democrats are treating it gingerly.,88
3291,Pretrial-palooza underway for Trump,"Welcome to The Trump Trials, a weekly newsletter to catch you up on all four criminal trials former president Donald Trump is facing.",12
4010,Planned Parenthood in Wisconsin will resume offering abortions,Planned Parenthood and others stopped providing abortions in Wisconsin after the Supreme Court’s decision overturning the right to abortion and because of an 1849 state law that was broadly viewed as banning nearly all abortions.,74
4011,Ukrainian President Volodymyr Zelensky to visit Washington next week,"Zelensky’s visit was coordinated with the Biden administration in a joint push to Congress to provide $24 billion in aid, according to a person familiar with the matter.",44
4012,Supreme Court asked to pause limits on White House social media requests,The filing brings a long-simmering legal battle over the future of online speech before the nation’s highest court.,19
4013,The casual falsehoods of the GOP’s impeachment inquiry leader,Rep. James Comer (R-Ky.) offered a litany of unproven or false claims in an interview this week.,10
4014,"Wisconsin Republicans vote to fire elections director, who sues to keep her job",The vote creates a dispute over who is in charge of overseeing elections in a state that is expected to play a critical role in next year’s presidential campaign.,35
4015,The consolidate-against-Trump strategy remains a fantasy,New Hampshire Gov. Chris Sununu (R) is the latest to suggest that the only thing obstacle to beating Trump is the size of the field.,104
4002,‘You sell yourself so cheap?’ Romney’s stark indictment of GOP cowardice.,"Romney is naming names in highly unusual ways, apparently recognizing that stopping Trump requires targeting his enablers.",78
4017,The terrorizing style in American politics,Sen. Mitt Romney (R-Utah) described the fear felt by senators as they considered Donald Trump’s second impeachment. That fear lingers broadly.,78
4018,Partisan battle grows over state funding for antiabortion centers,"GOP state lawmakers have passed millions in new funding for crisis pregnancy centers, which aim to dissuade women from having abortions.",16
4019,Manchin weighs running for Senate or president as an independent,"In private meetings with Bill Clinton and others, the W. Va. Democratic senator grapples with whether to stay in politics.",31
3738,9/11 victim's son hunted for details about his dad's death. It led to abuse and drugs – then redemption,"Matthew Bocchi became fixated on his dad&apos;s death after hearing he jumped from the north tower on Sept. 11. It led to abuse and drug addiction, then redemption.",57
3824,"As Ukraine Aid Benefits Their Districts, Some House Republicans Oppose It","The American push to fund Kyiv’s war effort has created big economic opportunities for Mesquite, Texas, and other cities around the country. Some of their G.O.P. congressmen want to end it.",26
3823,"For Biden, Who Neither Fought in Vietnam Nor Protested War, Trip Offers Opportunity","While others of his generation were scarred by the conflict, President Biden forged a strategic partnership on his first visit to the country, framing it in pragmatic terms.",44
3672,Covid Hero or ‘Lockdown Ron’? DeSantis and Trump Renew Pandemic Politics,The Florida governor has recently highlighted his state’s response to the coronavirus in hopes of striking some distance from Donald Trump.,52
3883,Pennsylvania killer Danelo Cavalcante’s sister arrested by ICE; escapee tries to contact former co-workers,"Escaped murderer Danelo Cavalcante remains on the run in Pennsylvania after changing his appearance and stealing a van, which was found abandoned Sunday.",65
3884,"Missing doctor who lived near Twin Towers officially died on 9/11, but sleuths suspect she was killed earlier","The true-crime community digs in to a decades-old NYC mystery, reigniting debate on the disappearance of a presumed 9/11 victim whose remains have never been found.",57
3885,"Biden's Vietnam presser ends with frank admission, Americans mark 22 years since 9/11 and more top headlines","Biden&apos;s Vietnam presser ends with frank admission, &apos;Black Trump&apos; Dem tells it as is and more top headlines",75
3830,Biden Forges Deeper Ties With Vietnam as China Mounts Ambition,"Visiting Hanoi, the president cemented a new strategic partnership that puts the memories of the past behind them and focuses on mutual concerns over Beijing’s assertiveness in the region.",44
3866,Utah mommy blogger accused of child abuse hospitalized after 'life threatening' issue in jail: court docs,"Utah mom and parenting blogger Jodi Hildebrandt, who is charged with six counts of child abuse, experienced a &quot;life threatening medical issue&quot; in jail, her lawyer said.",81
3867,Ohio murder suspect killed in hostage standoff at gas station in West Virginia after multistate manhunt,"David Maynard was on the run from police in Ohio and Kentucky when he was spotted at a West Virginia gas station and died in a shootout, police said.",73
3868,"Man arrested in case of missing Kentucky mom, but mystery remains over her fate","A man was arrested and charged in an eight-year-old disappearance of a Kentucky woman Crystal Rogers, who went mysteriously went missing in July 2015.",21
3869,Man convicted in Massachusetts for a 1985 murder gets new trial due to new DNA evidence,"Thomas Rosa, a man who was convicted in 1993 of killing 18-year-old Gwendolyn Taylor, has been granted a new trial. New DNA evidence has cast doubt over his conviction.",20
3870,Auburn University hunts for suspect who attacked woman headed to campus,Auburn University police are searching for a suspect accused of pushing a woman down just outside campus on Sunday morning and sexually assaulting her.,14
3871,Several injured in Illinois explosion at an Archer Daniels Midland facility,"An explosion occurred at an Archer Daniels Midland processing complex in Decatur, Illinois, Sunday. Several employees were injured in the blast that sent a plume of smoke into the air.",67
3872,"Milwaukee police will hide victims' gender, race after claims of 'misgendering'",The Milwaukee Police Department announced it will no longer list a crime victim&apos;s race or gender in media releases after misgendering transgender victims.,109
3873,Minnesota meat processing plant accused of employing minors to pay $300K in penalties,"In Minnesota, a meat processing plant under Tony Downs Food Company will pay $300,000 in penalties for hiring children as young as 13 to operate meat grinders, ovens, or forklifts.",13
3874,Idaho prosecutor wants cameras out of Bryan Kohberger courtroom,"Latah County Proseuctor Bill Thompson asks judge to remove cameras from Bryan Kohberger trial, at minimum, during testimony from &apos;vulnerable&apos; witnesses.",76
3875,Remote Alaskan village holds annual carnival for children to mark the new school year,"Children have swarmed the streets of Akiachak, Alaska, for games and prizes in the village’s annual carnival marking the start of the school year.",101
3876,3 former Kentucky deputy jailers sentenced in the death of an inmate who was found in a restraint chair,"In 2018, 40-year-old inmate Michael L. Moore was found dead in a Kentucky jail. Three former deputy jailers have been sentenced in connection to Moore’s death.",13
3877,"Alabama woman, who hung racially offensive dolls on Black neigbhors’ fence, gets a year behind bars",A woman has been sentenced for violating the civil rights of her Black neighbors. The woman tried to pressure them to move by hanging racially offensive dolls on their fence.,18
3878,Teacher returns to classroom after posting former student's nude photos online: 'It doesn't sit right',"New Jersey teacher Christopher Doyle was ordered to pay his former student Kaitlyn Cannon $10,000 in damages after allegedly sharing her nude images online, per court documents.",76
3879,Washington deputy crawls into pipe to rescue injured dog,"A Washington deputy crawled into a culvert to save a dog suspected to have been hit by a car. The dog, affectionately named &quot;Piper,&quot; is in recovery.",47
3880,September 11 ceremonies ongoing across US as Americans reflect on 22nd anniversary of terror attack,"President Biden and Vice President Kamala Harris will be among those commemorating the 22nd anniversary of the September 11, 2001 terrorist attacks.",27
3881,FDNY approaches grim death milestone 22 years after 9/11 sent toxins flying,"More New York City firefighters will have died from 9/11-related illnesses than those who died that day, according to attorney Michael Barasch and retired FDNYer Richard Alles.",57
3882,"Pitbull puppy in California treated after exposure to fentanyl, owners could be charged with animal cruelty",A puppy has been administered the overdose-reversing drug naloxone. Police say the dog may have been exposed to its owners’ fentanyl stash in a car outside a Walmart in California.,47
3828,‘Virginia Is the Test Case’: Youngkin Pushes for G.O.P. Takeover This Fall,"Glenn Youngkin, a popular Republican governor with national ambitions, is trying to help his party take full control of state government in crucial legislative races this year.",11
3829,Trump’s Electoral College Edge Seems to Be Fading,Democrats appear resilient in the battleground states despite a nationwide loss of nonwhite support. New issues may be one reason.,15
3844,"Newsom’s Senate caretaker plan is ‘insulting’ to Black women, Rep. Lee says",Rep. Barbara Lee (D-Calif.) spoke out after California Gov. Gavin Newsom (D) ruled out appointing her if Sen. Dianne Feinstein (D-Calif.) leaves office before her term ends.,62
3843,American politics in an aging America,"Driven by isolated medical incidents, long-standing tensions and the 2024 race, the aging population is increasingly a factor in U.S. politics.",34
3845,Flashpoints 2024: Immigration and security at the southern border,"Every U.S. president in recent history has campaigned to reform immigration, yet problems on the southern border persist. From El Paso to Chicago.",41
3849,Biden concludes foreign trip proclaiming ‘new stage’ of U.S.-Vietnam ties,"President Biden spent 24 hours in Hanoi, where he announced a new “comprehensive strategic partnership” with Vietnam and visited a memorial for John McCain.",44
3850,"Joe Biden bucks tradition, bets big on early swing-state advertising",A $25 million buy is larger and earlier than the Obama and Trump reelection strategies.,24
549,Americans aren’t sold on a Biden impeachment inquiry ,"They are skeptical of Hunter Biden and the handling of his case. But most don’t connect his problems to the president, and support for an inquiry is lower than it was for Trump’s impeachments.",10
3892,McCarthy Is Under the Gun as the House Returns for a Spending Fight,Speaker Kevin McCarthy faces his biggest test since the debt ceiling showdown as right-wing Republicans demand deep spending cuts and tougher border policies opposed by the White House and Senate.,26
3893,"As Democratic Jitters Grow, Biden Campaign Tries to Showcase His Vigor","With low approval ratings and shaky public performances, the president and his team are planning an ad blitz and trying to reassure voters about his age.",15
3894,Biden’s News Conference in Vietnam Ignites His Opponents,The president’s top aides believe that stories about the president’s age and health are stoked by his enemies in an effort to undermine his accomplishments.,44
3895,U.S. Seeks to Repatriate Family of 10 Americans From Camps in Syria,A Kurdish-led militia that is battling the Islamic State has been holding a mother and nine of her children for several years.,37
3896,"Bharat Ramamurti, a Senior Biden Aide Who Helped Shape Economic Agenda, Is Leaving",Bharat Ramamurti supported the president’s competition agenda and pushed the administration to do more for student borrowers and salaried workers,85
3897,State House Candidate in Virginia Condemns Leak of Sex Tapes,"Susanna Gibson, a Democrat running in one of seven tossup House seats in the closely divided legislature, denounced the “illegal invasion of my privacy.”",31
3898,Alabama Asks Supreme Court to Revisit Dispute Over Congressional Map,"After a panel of federal judges rejected the state’s proposed congressional district map, the state asked the Supreme Court to intervene.",19
3899,Biden Marks 9/11 Anniversary With a Message of Unity,"“It shouldn’t take a national tragedy to remind us of the power of national unity,” President Biden said.",46
3900,Restaurants and Unions Agree to Raise Pay to $20 an Hour in California,The deal will avoid a ballot fight over a law passed last year that could have resulted in higher pay and other changes opposed by restaurant companies and franchisees.,62
4020,Key moments from Mitt Romney’s time in the Senate,Romney (R) said he will not seek a second term. His tenure was marked by his votes to convict Donald Trump in two impeachment trials.,78
4021,Musk expected to meet with Netanyahu as antisemitism controversy rages,The planned meeting is the latest effort by Musk friends and allies to head off a growing battle with the Anti-Defamation League.,113
4022,"University of Idaho student woke up 'trapped' on night of quadruple stabbing, father says","University of Idaho student Kaylee Goncalves, one of four students killed in an off-campus house last year, woke up trapped during the attack, her father said.",76
4023,Pentagon officer pleads guilty in Maryland murder case after mistrial,Former Pentagon police officer David Dixon pleaded guilty to two second-degree murder charges for the 2021 deaths of Dominique Williams and James Johnson.,8
4024,Homeland Security says ‘growing’ number of people on US terror watchlist being encountered at the border,A Department of Homeland Security report says there has been an increase in people on the terror watchlist being found along U.S. borders.,41
4025,"Extensive flood damage prods New England states to reevaluate dams, culverts",Flooding in Massachusetts that put several dams at risk have raised concern the structures may increasingly be at risk as New England is hit by stronger and wetter storms.,16
4026,"To avoid blackouts, California Legislature approves plan to buy more wind energy",The California Legislature has voted to give Democratic Gov. Gavin Newsom’s administration permission to buy massive amounts of electricity.,62
4027,Trial begins to determine if Colorado officers are guilty of manslaughter in death of Elijah McClain case,A Colorado jury will determine if officers Randy Roedema and Jason Rosenblatt are guilty of manslaughter in the case involving the death of Elijah McClain in 2019.,8
3901,Trump Seeks Recusal of Judge in Federal Elections Case,"The former president said Judge Tanya S. Chutkan, who is hearing the Justice Department’s case accusing him of seeking to overturn the 2020 election, had shown bias against him in public statements.",12
3902,"Contractor for U.S. Government Charged With Spying for Ethiopia, Officials Say","The connection of the contractor to Ethiopia, a country that is a significant recipient of aid from the United States, is unusual.",30
3903,Sanity Question and Plea Talks Shadow Coming Sept. 11 Hearings,Prosecutors issued a new deadline of next week on their offer to have the defendants plead guilty and avoid a capital trial.,105
3904,China Sows Disinformation About Hawaii Fires Using New Techniques,"Beijing’s influence campaign using artificial intelligence is a rapid change in tactics, researchers from Microsoft and other organizations say.",22
3905,"Governor Youngkin Pardons Scott Smith, Father Who Was Arrested in School Board Meeting","In a Loudoun County, Va., case that became a national flashpoint over transgender rights, Scott Smith rose to accuse a boy of assaulting his daughter, and a fight ensued.",11
3827,"Robert S. Bennett, Washington’s Go-to Lawyer in a Scandal, Dies at 84","He was a robust defender of a host of high-profile clients, including Bill Clinton over the president’s relationship with an intern.",0
3908,"For President Biden, First Trip to Vietnam Offers Opportunity","While others of his generation were scarred by the conflict, President Biden forged a strategic partnership on his first visit to the country, framing it in pragmatic terms.",44
3911,Biden’s Whirlwind Trip to Asia Casts Attention on His Age and Energy,President Biden went to Asia with a diplomatic to-do list. But he also wanted to show he remains up to the rigors of globe-trotting statesmanship.,44
3912,Alabama asks Supreme Court to revisit congressional districting map case ,The state asked the court to freeze a lower-court ruling that said lawmakers once again drew boundaries that diluted Black voting power.,19
3913,George W. Bush recalls dinner served by Wagner’s Prigozhin: ‘I survived’,"George W. Bush said former Wagner mercenary chief Yevgeniy Prigozhin, nicknamed “Putin’s chef,” once served him dinner at a G-8 summit in St. Petersburg.",51
3914,Proud Boys leader Tarrio says prosecutors pushed him to implicate Trump,"In an interview after being sentenced to 22 years in prison, Tarrio also says he never intended for his group to attack the Capitol, which he said was wrong",72
4028,Mushroom therapy? Thousands sign up for treatment at licensed psilocybin centers in Oregon,"Thousands are signing up to try &quot;magic mushrooms&quot; in licensed psilocybin service centers in Oregon. They seek treatment for depression and PTSD, among other maladies.",25
3966,F.B.I. Agent Undercuts Claims of Political Interference in Hunter Biden Inquiry,"Thomas Sobocinski, an F.B.I. agent, told House investigators that the prosecutor overseeing the investigation into the president’s son never said he did not have full authority to pursue charges.",10
3967,"Russia Overcomes Sanctions to Expand Missile Production, Officials Say","Moscow’s missile production now exceeds prewar levels, officials say, leaving Ukraine especially vulnerable this coming winter.",122
3968,What We Know About the Impeachment Case Against Biden,"Republicans claim they have unearthed evidence of wrongdoing by the president and his family that could rise to the level of high crimes and misdemeanors. In fact, there’s little to back up their allegations.",10
3969,Senator’s Blockade of Military Promotions Begins to Cut Deep,Tommy Tuberville of Alabama has refused to lift his hold unless the Pentagon cancels a policy ensuring that service members have access to abortion.,82
3970,"Wally Adeyemo, the Deputy Treasury Secretary, to Visit Nigeria","Wally Adeyemo, the highest-ranking member of the African diaspora in the Biden administration, emigrated from Nigeria to the United States as a child.",89
3971,Trump Privately Encouraged Republican Lawmakers to Impeach Biden,The former president has talked regularly with members of the House Freedom Caucus and other congressional Republicans who pushed for impeachment.,10
3972,"Elon Musk, Sam Altman and Mark Zuckerberg to Discuss AI with Lawmakers in Washington","Elon Musk, Sam Altman, Mark Zuckerberg, Sundar Pichai and others are set to discuss artificial intelligence with lawmakers, in one of the tech industry’s most proactive shows of force in Washington.",113
3973,Biden’s Climate Law Is Reshaping Private Investment in the United States,"Lucrative tax incentives have fueled a surge in solar panels but failed to boost wind power, data from a new project show.",61
3974,State Dept. Defends Limited Release of Iranian Funds for Prisoners,Republicans are complaining about a key step toward completing a deal that will give Tehran access to $6 billion for humanitarian purposes.,42
3975,Pandemic Fraud May Have Robbed Unemployment Insurance of $135 Billion,"As much as 15 percent in unemployment benefits paid during the pandemic could have been fraudulently obtained, according to a Government Accountability Office report.",70
3976,Legal Actions Seek Guarantee of Abortion Access for Patients in Medical Emergencies,New cases say fear and confusion about abortion bans in three states are causing doctors and hospitals to deny medically necessary abortions.,74
3978,"As President, Biden Sees Broader War Powers Than He Did as Senator","The president says he can direct limited military operations without lawmakers’ approval. Most G.O.P. presidential candidates, including Donald J. Trump, did not answer a survey on executive power.",84
3979,Hunter Biden Indicted on Gun Charges,The Justice Department charged President Biden’s son after the collapse of an earlier plea deal and amid an impeachment investigation by House Republicans.,10
3980,Six Takeaways From Romney’s Tea-Spilling Biography,The Utah Republican’s announcement that he would retire coincided with the publication of a forthcoming book based on extensive interviews in which he slammed his party and the Senate.,78
3982,U.A.W. Strike Is a Real-Time Test of Biden’s Economic Agenda,White House aides believe the outcome of the battle between the car companies and its workers will underscore many of the president’s policy positions.,85
3983,Trump and DeSantis Collide as They Court Social Conservatives,"The former president and the Florida governor, leading the Republican primary field, will address two conservative events, presenting an opportunity for Ron DeSantis to contrast himself with Donald Trump.",52
4029,"Biden accused of making another false claim, Big Three automakers historic strike and more top headlines","Biden accused of making another false claim, Big Three automakers historic strike and more top headlines",75
4030,Armed woman who defended herself against 'drunk' roommate celebrates legal win,A female truck driver who used a gun to defend herself against an aggressive roommate is celebrating her case being dismissed after her lawyers argued she acted in self-defense.,90
3984,Why Are Democrats Losing Ground Among Nonwhite Voters? 5 Theories.,"There’s no shortage of solid hypotheses, and the best explanation may be a combination of them.",15
3985,Lauch Faircloth Dies at 95; Senator Targeted D.C. Home Rule in Crisis,"A North Carolina hog farmer and a Democrat-turned-Republican, he helped strip Mayor Marion Barry of his fiscal powers as Washington’s deficits swelled in the late ’90s.",1
3986,Dominican Republic Will Close Border With Haiti Amid Water Dispute,The Dominican president said the military would enforce the measure on Friday morning. Experts warned the closure could deepen Haiti’s economic crisis.,1
3987,Wisconsin Republicans Vote to Oust Top Elections Official,"Meagan Wolfe, with help from the Democratic governor, is suing to keep her post, after years of criticism propelled by Donald Trump’s 2020 election attacks.",35
3988,"U.S. Approves $235 Million in Egypt Aid, Choosing Security Over Rights",Secretary of State Antony J. Blinken overruled congressional restrictions on U.S. military aid tied to Egypt’s dismal human rights record.,30
3989,I.R.S. Freezes Pandemic-Era Tax Credit Amid Fraud Fears,The tax agency is ramping up audits and criminal investigations into unscrupulous promoters of the Employee Retention Credit.,61
3990,Biden Accuses Republicans of Undercutting Working-Class Americans,President Biden trained his criticism on House Republicans who are threatening to shut down the federal government if their budget cuts are not enacted.,26
3991,"McCarthy Pulls Back Pentagon Spending Bill, Inching Closer to a Shutdown","The House speaker abandoned efforts to move forward on a normally bipartisan military spending bill as far-right Republicans balked at the funding level, after pleading with his party to avert a shutdown.",26
3992,Senate Committee Backs Bill to Deepen U.S. Economic Ties With Taiwan,Legislation to end double taxation between Taiwan and the United States is intended to spur semiconductor investment but is likely to rankle U.S. relations with China.,30
3993,DeSantis Spreads Covid Vaccine Skepticism With Guidance Contradicting C.D.C.,The C.D.C. on Tuesday recommended at least one dose of the updated Covid-19 vaccines for most Americans six months and older.,52
3994,Biden Asks Supreme Court to Lift Limits on Contacts With Social Media Sites,The administration’s emergency application followed an appeals court ruling prohibiting many officials from encouraging or coercing sites to delete asserted misinformation.,19
3995,"In New Hampshire, Chris Christie Still Sees a Path to Beat Trump","As he stakes his candidacy on the state, Chris Christie is promising to find new ways to confront Donald Trump. “I’m not going to let him get away with being a coward,” he said in an interview.",104
3996,"For Christie, New Hampshire’s Primary Is Do or Die","An upset victory over Donald Trump in New Hampshire could be a knockout blow, according to Chris Christie. He is staking his presidential campaign on winning the state.",104
3997,Biden Plans Democracy-Focused Speech After Next Republican Primary Debate,One location under consideration for the remarks is the democracy-focused McCain Institute in Arizona.,2
